title_original,title_clean,active_since_days,duration_seconds,total_views,views_by_day,view_category_quantile,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,title_tokens,title_lemmas,has_question,has_exclamation,uppercase_ratio,capital_count,swear_word_count
33 GIRLY BEAUTY HACKS || Home And Professional Skincare Routine,33 girly beauty hacks home and professional skincare routine,365,1020,3949974,10821,3,63,10,2,3,0,1,6.3,1,1,0.1,"['33', 'girly', 'beauty', 'hacks', 'home', 'and', 'professional', 'skincare', 'routine']","['33', 'girly', 'beauty', 'hack', 'home', 'and', 'professional', 'skincare', 'routine']",0,0,0.3,21,0
30 Life Saving Hacks Every Girl Needs To Know,30 life saving hacks every girl needs to know,365,960,1053051,2885,2,45,9,0,0,0,1,5.0,1,1,0.0,"['30', 'life', 'saving', 'hacks', 'every', 'girl', 'needs', 'to', 'know']","['30', 'life', 'saving', 'hack', 'every', 'girl', 'need', 'to', 'know']",0,0,0.0,8,0
"25 Brilliant Ideas To Save Your Time, Money And Hassle",25 brilliant ideas to save your time money and hassle,365,784,605737,1659,1,54,10,1,0,0,3,5.4,1,1,0.9,"['25', 'brilliant', 'ideas', 'to', 'save', 'your', 'time', 'money', 'and', 'hassle']","['25', 'brilliant', 'idea', 'to', 'save', 'your', 'time', 'money', 'and', 'hassle']",0,0,0.0,9,0
27 Instagram Hacks To Take Good Photos,27 instagram hacks to take good photos,365,848,1524152,4175,2,38,7,0,0,0,1,5.428571428571429,1,1,0.7,"['27', 'instagram', 'hacks', 'to', 'take', 'good', 'photos']","['27', 'instagram', 'hack', 'to', 'take', 'good', 'photo']",0,0,0.0,6,0
26 Crazy Girly Hacks And Ideas You Need To Try,26 crazy girly hacks and ideas you need to try,365,900,1622353,4444,2,46,10,0,0,0,3,4.6,1,1,-0.6,"['26', 'crazy', 'girly', 'hacks', 'and', 'ideas', 'you', 'need', 'to', 'try']","['26', 'crazy', 'girly', 'hack', 'and', 'idea', 'you', 'need', 'to', 'try']",0,0,0.0,9,0
28 Brilliant Household Hacks || Cleaning And Repair Tips,28 brilliant household hacks cleaning and repair tips,365,775,293321,803,0,56,9,2,0,0,1,6.222222222222222,1,1,0.9,"['28', 'brilliant', 'household', 'hacks', 'cleaning', 'and', 'repair', 'tips']","['28', 'brilliant', 'household', 'hack', 'cleaning', 'and', 'repair', 'tip']",0,0,0.0,7,0
33 Genius Everyday Hacks To Make Your Life Easier,33 genius everyday hacks to make your life easier,365,1140,3177578,8705,3,49,9,0,0,0,2,5.444444444444445,1,1,-0.2,"['33', 'genius', 'everyday', 'hacks', 'to', 'make', 'your', 'life', 'easier']","['33', 'genius', 'everyday', 'hack', 'to', 'make', 'your', 'life', 'easier']",0,0,0.0,8,0
29 Cute Miniature DIYs And Crafts || Polimer Clay And Hot Glue DIY Ideas,29 cute miniature diys and crafts polimer clay and hot glue diy ideas,365,960,173624,475,0,72,14,2,1,0,2,5.142857142857143,1,1,0.375,"['29', 'cute', 'miniature', 'diys', 'and', 'crafts', 'polimer', 'clay', 'and', 'hot', 'glue', 'diy', 'ideas']","['29', 'cute', 'miniature', 'diys', 'and', 'craft', 'polimer', 'clay', 'and', 'hot', 'glue', 'diy', 'idea']",0,0,0.07142857142857142,16,0
27 Quick And Easy Crafts To Make At Home,27 quick and easy crafts to make at home,365,767,9664374,26477,4,40,9,0,0,0,3,4.444444444444445,1,1,0.3833333333333333,"['27', 'quick', 'and', 'easy', 'crafts', 'to', 'make', 'at', 'home']","['27', 'quick', 'and', 'easy', 'craft', 'to', 'make', 'at', 'home']",0,0,0.0,8,0
Miniature Crafts || Funny Ideas That Will Help To Decorate Everything Around You,miniature crafts funny ideas that will help to decorate everything around you,365,857,206774,566,0,80,13,2,0,0,4,6.153846153846154,0,0,0.25,"['miniature', 'crafts', 'funny', 'ideas', 'that', 'will', 'help', 'to', 'decorate', 'everything', 'around', 'you']","['miniature', 'craft', 'funny', 'idea', 'that', 'will', 'help', 'to', 'decorate', 'everything', 'around', 'you']",0,0,0.0,12,0
27 Clever Hacks You Need To Know || Easy Everyday DIY Ideas,27 clever hacks you need to know easy everyday diy ideas,365,900,349786,958,0,59,12,2,1,0,2,4.916666666666667,1,1,0.1333333333333333,"['27', 'clever', 'hacks', 'you', 'need', 'to', 'know', 'easy', 'everyday', 'diy', 'ideas']","['27', 'clever', 'hack', 'you', 'need', 'to', 'know', 'easy', 'everyday', 'diy', 'idea']",0,0,0.08333333333333333,12,0
"22 Crazy Watermelon Hacks || Recipes, Party Ideas, And Peeling Tricks",22 crazy watermelon hacks recipes party ideas and peeling tricks,365,804,268573,735,0,69,11,4,0,0,1,6.2727272727272725,1,1,-0.6,"['22', 'crazy', 'watermelon', 'hacks', 'recipes', 'party', 'ideas', 'and', 'peeling', 'tricks']","['22', 'crazy', 'watermelon', 'hack', 'recipe', 'party', 'idea', 'and', 'peeling', 'trick']",0,0,0.0,9,0
28 Nail Hacks For Beginners And Pros || Nail Design And Manicure Ideas,28 nail hacks for beginners and pros nail design and manicure ideas,365,821,235597,645,0,70,13,2,0,0,3,5.384615384615385,1,1,0.0,"['28', 'nail', 'hacks', 'for', 'beginners', 'and', 'pros', 'nail', 'design', 'and', 'manicure', 'ideas']","['28', 'nail', 'hack', 'for', 'beginner', 'and', 'pro', 'nail', 'design', 'and', 'manicure', 'idea']",0,0,0.0,11,0
28 Adorable Polymer Clay DIY Ideas,28 adorable polymer clay diy ideas,365,900,201523,552,0,34,6,0,1,0,0,5.666666666666667,1,1,0.5,"['28', 'adorable', 'polymer', 'clay', 'diy', 'ideas']","['28', 'adorable', 'polymer', 'clay', 'diy', 'idea']",0,0,0.16666666666666666,7,0
26 Clever Gadgets For Your Kitchen,26 clever gadgets for your kitchen,365,860,752874,2062,1,34,6,0,0,0,2,5.666666666666667,1,1,0.1666666666666666,"['26', 'clever', 'gadgets', 'for', 'your', 'kitchen']","['26', 'clever', 'gadget', 'for', 'your', 'kitchen']",0,0,0.0,5,0
We Checked Viral TIK TOK Hacks AGAIN,we checked viral tik tok hacks again,365,900,1558377,4269,2,36,7,0,3,0,2,5.142857142857143,0,0,0.0,"['we', 'checked', 'viral', 'tik', 'tok', 'hacks', 'again']","['we', 'checked', 'viral', 'tik', 'tok', 'hack', 'again']",0,0,0.42857142857142855,15,0
24 Outstanding DIYs For Your Backyard || DIY Home Decor,24 outstanding diys for your backyard diy home decor,365,831,6149150,16846,4,55,10,2,1,0,2,5.5,1,1,0.5,"['24', 'outstanding', 'diys', 'for', 'your', 'backyard', 'diy', 'home', 'decor']","['24', 'outstanding', 'diys', 'for', 'your', 'backyard', 'diy', 'home', 'decor']",0,0,0.1,12,0
"Oddly Satisfying Compilation || Slimes, Sand, Pottery, Candy Making",oddly satisfying compilation slimes sand pottery candy making,365,1080,385511,1056,0,67,9,5,0,0,0,7.444444444444445,0,0,0.5,"['oddly', 'satisfying', 'compilation', 'slimes', 'sand', 'pottery', 'candy', 'making']","['oddly', 'satisfying', 'compilation', 'slime', 'sand', 'pottery', 'candy', 'making']",0,0,0.0,8,0
Nail Hacks And Manicure Ideas || 29 Beauty Girly Hacks For Emergency Situations,nail hacks and manicure ideas 29 beauty girly hacks for emergency situations,365,828,642299,1759,1,79,13,2,0,0,2,6.076923076923077,1,0,0.0,"['nail', 'hacks', 'and', 'manicure', 'ideas', '29', 'beauty', 'girly', 'hacks', 'for', 'emergency', 'situations']","['nail', 'hack', 'and', 'manicure', 'idea', '29', 'beauty', 'girly', 'hack', 'for', 'emergency', 'situation']",0,0,0.0,11,0
28 Amazingly Sweet Dessert Ideas For The Whole Family,28 amazingly sweet dessert ideas for the whole family,365,1020,1013287,2776,2,53,9,0,0,0,2,5.888888888888889,1,1,0.275,"['28', 'amazingly', 'sweet', 'dessert', 'ideas', 'for', 'the', 'whole', 'family']","['28', 'amazingly', 'sweet', 'dessert', 'idea', 'for', 'the', 'whole', 'family']",0,0,0.0,8,0
27 Fashion Clothes Ideas To Transform Your Looks,27 fashion clothes ideas to transform your looks,365,900,8110184,22219,4,48,8,0,0,0,2,6.0,1,1,0.0,"['27', 'fashion', 'clothes', 'ideas', 'to', 'transform', 'your', 'looks']","['27', 'fashion', 'clothes', 'idea', 'to', 'transform', 'your', 'look']",0,0,0.0,7,0
26 Surviving Hacks You Need To Know This Summer,26 surviving hacks you need to know this summer,365,900,1866131,5112,2,47,9,0,0,0,3,5.222222222222222,1,1,0.0,"['26', 'surviving', 'hacks', 'you', 'need', 'to', 'know', 'this', 'summer']","['26', 'surviving', 'hack', 'you', 'need', 'to', 'know', 'this', 'summer']",0,0,0.0,8,0
23 Useful Beauty Hacks For This Summer,23 useful beauty hacks for this summer,365,757,261504,716,0,38,7,0,0,0,2,5.428571428571429,1,1,0.3,"['23', 'useful', 'beauty', 'hacks', 'for', 'this', 'summer']","['23', 'useful', 'beauty', 'hack', 'for', 'this', 'summer']",0,0,0.0,6,0
28 Banana Hacks You Need To Try,28 banana hacks you need to try,365,699,353032,967,0,31,7,0,0,0,2,4.428571428571429,1,1,0.0,"['28', 'banana', 'hacks', 'you', 'need', 'to', 'try']","['28', 'banana', 'hack', 'you', 'need', 'to', 'try']",0,0,0.0,6,0
Funny Situations We All Faced,funny situations we all faced,365,900,318291,872,0,29,5,0,0,0,2,5.8,0,0,0.25,"['funny', 'situations', 'we', 'all', 'faced']","['funny', 'situation', 'we', 'all', 'faced']",0,0,0.0,5,0
26 Clever Camping Tricks And Ideas || Must-Know Travel Hacks,26 clever camping tricks and ideas mustknow travel hacks,365,899,8109685,22218,4,60,10,3,0,0,1,6.0,1,1,0.1666666666666666,"['26', 'clever', 'camping', 'tricks', 'and', 'ideas', 'mustknow', 'travel', 'hacks']","['26', 'clever', 'camping', 'trick', 'and', 'idea', 'mustknow', 'travel', 'hack']",0,0,0.0,9,0
27 Brilliant Solutions For Any Situation,27 brilliant solutions for any situation,365,900,1723263,4721,2,40,6,0,0,0,2,6.666666666666667,1,1,0.9,"['27', 'brilliant', 'solutions', 'for', 'any', 'situation']","['27', 'brilliant', 'solution', 'for', 'any', 'situation']",0,0,0.0,5,0
Funny Couple Pranks || 21 Fun Pranks for Your Friends,funny couple pranks 21 fun pranks for your friends,365,806,292134,800,0,53,10,2,0,1,2,5.3,1,0,0.275,"['funny', 'couple', 'pranks', '21', 'fun', 'pranks', 'for', 'your', 'friends']","['funny', 'couple', 'prank', '21', 'fun', 'prank', 'for', 'your', 'friend']",0,0,0.0,7,0
26 Clever Hacks For Perfect Hair,26 clever hacks for perfect hair,365,802,2096544,5743,2,32,6,0,0,0,1,5.333333333333333,1,1,0.5833333333333334,"['26', 'clever', 'hacks', 'for', 'perfect', 'hair']","['26', 'clever', 'hack', 'for', 'perfect', 'hair']",0,0,0.0,5,0
27 Wall Painting Ideas You'll Want To Try,27 wall painting ideas youll want to try,365,830,2215186,6069,3,41,8,1,0,0,2,5.125,1,1,0.0,"['27', 'wall', 'painting', 'ideas', 'youll', 'want', 'to', 'try']","['27', 'wall', 'painting', 'idea', 'youll', 'want', 'to', 'try']",0,0,0.0,7,0
28 Top Secret SPY Hacks You Need To Know,28 top secret spy hacks you need to know,365,900,924725,2533,1,40,9,0,1,0,2,4.444444444444445,1,1,0.0499999999999999,"['28', 'top', 'secret', 'spy', 'hacks', 'you', 'need', 'to', 'know']","['28', 'top', 'secret', 'spy', 'hack', 'you', 'need', 'to', 'know']",0,0,0.1111111111111111,10,0
25 Easy Beauty And Makeup Hacks You Should Know,25 easy beauty and makeup hacks you should know,365,777,714646,1957,1,47,9,0,0,0,3,5.222222222222222,1,1,0.4333333333333333,"['25', 'easy', 'beauty', 'and', 'makeup', 'hacks', 'you', 'should', 'know']","['25', 'easy', 'beauty', 'and', 'makeup', 'hack', 'you', 'should', 'know']",0,0,0.0,8,0
Easy Hairstyle Ideas For Beginners,easy hairstyle ideas for beginners,365,862,2736685,7497,3,34,5,0,0,0,1,6.8,0,0,0.4333333333333333,"['easy', 'hairstyle', 'ideas', 'for', 'beginners']","['easy', 'hairstyle', 'idea', 'for', 'beginner']",0,0,0.0,5,0
REAL FOODIE || 30 Food Tricks You Won't Believe Are Real,real foodie 30 food tricks you wont believe are real,365,1140,301580,826,0,56,11,3,2,0,3,5.090909090909091,1,0,0.2,"['real', 'foodie', '30', 'food', 'tricks', 'you', 'wont', 'believe', 'are', 'real']","['real', 'foodie', '30', 'food', 'trick', 'you', 'wont', 'believe', 'are', 'real']",0,0,0.18181818181818182,17,0
"This is a SLIME! || DIY Slime, Clay, Resin, Hot Glue And Cement Crafts",this is a slime diy slime clay resin hot glue and cement crafts,365,1020,628331,1721,1,70,14,6,2,2,4,5.0,0,0,0.25,"['this', 'is', 'a', 'slime', 'diy', 'slime', 'clay', 'resin', 'hot', 'glue', 'and', 'cement', 'crafts']","['this', 'is', 'a', 'slime', 'diy', 'slime', 'clay', 'resin', 'hot', 'glue', 'and', 'cement', 'craft']",0,1,0.14285714285714285,17,0
26 Dollar Store Art Ideas That Are So Mesmerizing,26 dollar store art ideas that are so mesmerizing,365,900,353500,968,0,49,9,0,0,0,3,5.444444444444445,1,1,0.3,"['26', 'dollar', 'store', 'art', 'ideas', 'that', 'are', 'so', 'mesmerizing']","['26', 'dollar', 'store', 'art', 'idea', 'that', 'are', 'so', 'mesmerizing']",0,0,0.0,8,0
25 Funny Hacks For a Sad Day || Adorable And Useful Life Hacks,25 funny hacks for a sad day adorable and useful life hacks,365,900,615668,1686,1,62,13,2,0,1,3,4.769230769230769,1,1,0.1375,"['25', 'funny', 'hacks', 'for', 'a', 'sad', 'day', 'adorable', 'and', 'useful', 'life', 'hacks']","['25', 'funny', 'hack', 'for', 'a', 'sad', 'day', 'adorable', 'and', 'useful', 'life', 'hack']",0,0,0.0,10,0
28 Cool And Easy DIY Ideas,28 cool and easy diy ideas,365,1020,2147245,5882,3,26,6,0,1,0,1,4.333333333333333,1,1,0.3916666666666666,"['28', 'cool', 'and', 'easy', 'diy', 'ideas']","['28', 'cool', 'and', 'easy', 'diy', 'idea']",0,0,0.16666666666666666,7,0
25 Slime-making tutorials for a boring day,25 slimemaking tutorials for a boring day,365,900,543317,1488,1,42,7,1,0,5,2,6.0,1,1,-1.0,"['25', 'slimemaking', 'tutorials', 'for', 'a', 'boring', 'day']","['25', 'slimemaking', 'tutorial', 'for', 'a', 'boring', 'day']",0,0,0.0,1,0
28 Summer Dessert For Your Family,28 summer dessert for your family,365,1020,2204310,6039,3,33,6,0,0,0,2,5.5,1,1,0.0,"['28', 'summer', 'dessert', 'for', 'your', 'family']","['28', 'summer', 'dessert', 'for', 'your', 'family']",0,0,0.0,5,0
25 Smart Hacks To Handle Urgent Situations,25 smart hacks to handle urgent situations,365,900,527475,1445,1,42,7,0,0,0,1,6.0,1,1,0.2142857142857142,"['25', 'smart', 'hacks', 'to', 'handle', 'urgent', 'situations']","['25', 'smart', 'hack', 'to', 'handle', 'urgent', 'situation']",0,0,0.0,6,0
26 Weird Nail Life Hacks That Blow Your Mind,26 weird nail life hacks that blow your mind,365,900,799505,2190,1,44,9,0,0,0,2,4.888888888888889,1,1,-0.5,"['26', 'weird', 'nail', 'life', 'hacks', 'that', 'blow', 'your', 'mind']","['26', 'weird', 'nail', 'life', 'hack', 'that', 'blow', 'your', 'mind']",0,0,0.0,8,0
"5 DIY Mini Barbie Party Decor || Miniature Snacks, Summer Fest Stage and Barbie Color Reveal",5 diy mini barbie party decor miniature snacks summer fest stage and barbie color reveal,365,465,398442,1091,0,92,16,3,1,1,1,5.75,1,1,0.0,"['5', 'diy', 'mini', 'barbie', 'party', 'decor', 'miniature', 'snacks', 'summer', 'fest', 'stage', 'and', 'barbie', 'color', 'reveal']","['5', 'diy', 'mini', 'barbie', 'party', 'decor', 'miniature', 'snack', 'summer', 'fest', 'stage', 'and', 'barbie', 'color', 'reveal']",0,0,0.0625,15,0
How To Hide Anything || 28 Crazy Hacks That Actually Work,how to hide anything 28 crazy hacks that actually work,365,814,445945,1221,0,57,11,2,0,0,3,5.181818181818182,1,0,-0.3,"['how', 'to', 'hide', 'anything', '28', 'crazy', 'hacks', 'that', 'actually', 'work']","['how', 'to', 'hide', 'anything', '28', 'crazy', 'hack', 'that', 'actually', 'work']",0,0,0.0,9,0
25 Candy Hacks with a rosy Mood,25 candy hacks with a rosy mood,365,894,463567,1270,1,31,7,0,0,3,2,4.428571428571429,1,1,0.0,"['25', 'candy', 'hacks', 'with', 'a', 'rosy', 'mood']","['25', 'candy', 'hack', 'with', 'a', 'rosy', 'mood']",0,0,0.0,3,0
25 Mind-Blowing Hacks You Wish You Knew Sooner,25 mindblowing hacks you wish you knew sooner,365,1020,448375,1228,0,46,8,1,0,0,2,5.75,1,1,0.0,"['25', 'mindblowing', 'hacks', 'you', 'wish', 'you', 'knew', 'sooner']","['25', 'mindblowing', 'hack', 'you', 'wish', 'you', 'knew', 'sooner']",0,0,0.0,8,0
28 Handy Hacks To Peel And Eat Difficult Food Easily,28 handy hacks to peel and eat difficult food easily,365,840,144730,396,0,52,10,0,0,0,2,5.2,1,1,0.1777777777777777,"['28', 'handy', 'hacks', 'to', 'peel', 'and', 'eat', 'difficult', 'food', 'easily']","['28', 'handy', 'hack', 'to', 'peel', 'and', 'eat', 'difficult', 'food', 'easily']",0,0,0.0,9,0
MINI Vs. GIANT Egg Tricks And Recipes || Egg Cooking Hacks,mini vs giant egg tricks and recipes egg cooking hacks,365,900,292200,800,0,58,11,3,2,0,1,5.2727272727272725,0,0,0.0,"['mini', 'vs', 'giant', 'egg', 'tricks', 'and', 'recipes', 'egg', 'cooking', 'hacks']","['mini', 'v', 'giant', 'egg', 'trick', 'and', 'recipe', 'egg', 'cooking', 'hack']",0,0,0.18181818181818182,17,0
Clothes Shredding Designs || 20 Clothing Hacks And DIY Upgrades,clothes shredding designs 20 clothing hacks and diy upgrades,365,877,220844,605,0,63,10,2,1,0,1,6.3,1,0,0.0,"['clothes', 'shredding', 'designs', '20', 'clothing', 'hacks', 'and', 'diy', 'upgrades']","['clothes', 'shredding', 'design', '20', 'clothing', 'hack', 'and', 'diy', 'upgrade']",0,0,0.1,10,0
26 Crazy Sweet Ideas,26 crazy sweet ideas,365,1200,1667754,4569,2,20,4,0,0,0,0,5.0,1,1,-0.125,"['26', 'crazy', 'sweet', 'ideas']","['26', 'crazy', 'sweet', 'idea']",0,0,0.0,3,0
27 Cool And Yummy Chocolate Hacks You Should Try,27 cool and yummy chocolate hacks you should try,365,1200,1094589,2998,2,48,9,0,0,0,3,5.333333333333333,1,1,0.35,"['27', 'cool', 'and', 'yummy', 'chocolate', 'hacks', 'you', 'should', 'try']","['27', 'cool', 'and', 'yummy', 'chocolate', 'hack', 'you', 'should', 'try']",0,0,0.0,8,0
32 Genius Kitchen Tricks From Professional Chefs || Cook Like A Pro,32 genius kitchen tricks from professional chefs cook like a pro,365,1080,235021,643,0,67,12,2,1,0,2,5.583333333333333,1,1,0.1,"['32', 'genius', 'kitchen', 'tricks', 'from', 'professional', 'chefs', 'cook', 'like', 'a', 'pro']","['32', 'genius', 'kitchen', 'trick', 'from', 'professional', 'chef', 'cook', 'like', 'a', 'pro']",0,0,0.08333333333333333,10,0
28 Surprising Hacks You Need To Try,28 surprising hacks you need to try,365,835,365394,1001,0,35,7,0,0,0,2,5.0,1,1,0.7,"['28', 'surprising', 'hacks', 'you', 'need', 'to', 'try']","['28', 'surprising', 'hack', 'you', 'need', 'to', 'try']",0,0,0.0,6,0
25 Summer Beauty Hacks Every Girl Should Try,25 summer beauty hacks every girl should try,365,1140,340605,933,0,44,8,0,0,0,1,5.5,1,1,0.0,"['25', 'summer', 'beauty', 'hacks', 'every', 'girl', 'should', 'try']","['25', 'summer', 'beauty', 'hack', 'every', 'girl', 'should', 'try']",0,0,0.0,7,0
24 Genius Hacks For Lazy People,24 genius hacks for lazy people,365,834,592381,1622,1,31,6,0,0,0,1,5.166666666666667,1,1,-0.25,"['24', 'genius', 'hacks', 'for', 'lazy', 'people']","['24', 'genius', 'hack', 'for', 'lazy', 'people']",0,0,0.0,5,0
24 Simple Yet Delicious Breakfast Ideas || 5-Minute Breakfast Recipes,24 simple yet delicious breakfast ideas 5minute breakfast recipes,365,960,4213256,11543,3,69,10,3,0,0,0,6.9,1,1,0.5,"['24', 'simple', 'yet', 'delicious', 'breakfast', 'ideas', '5minute', 'breakfast', 'recipes']","['24', 'simple', 'yet', 'delicious', 'breakfast', 'idea', '5minute', 'breakfast', 'recipe']",0,0,0.0,8,0
32 Cute And Simple Home Decor Ideas,32 cute and simple home decor ideas,365,1260,444077,1216,0,35,7,0,0,0,1,5.0,1,1,0.25,"['32', 'cute', 'and', 'simple', 'home', 'decor', 'ideas']","['32', 'cute', 'and', 'simple', 'home', 'decor', 'idea']",0,0,0.0,6,0
27 Ways To Refresh You Walls,27 ways to refresh you walls,365,900,213706,585,0,28,6,0,0,0,2,4.666666666666667,1,1,0.0,"['27', 'ways', 'to', 'refresh', 'you', 'walls']","['27', 'way', 'to', 'refresh', 'you', 'wall']",0,0,0.0,5,0
25 Sweet Food Ideas For Relaxing Mood,25 sweet food ideas for relaxing mood,365,1080,547068,1498,1,37,7,0,0,0,1,5.285714285714286,1,1,0.35,"['25', 'sweet', 'food', 'ideas', 'for', 'relaxing', 'mood']","['25', 'sweet', 'food', 'idea', 'for', 'relaxing', 'mood']",0,0,0.0,6,0
25 Cool Food Tricks And Hacks You Should Try,25 cool food tricks and hacks you should try,365,882,1737170,4759,2,44,9,0,0,0,3,4.888888888888889,1,1,0.35,"['25', 'cool', 'food', 'tricks', 'and', 'hacks', 'you', 'should', 'try']","['25', 'cool', 'food', 'trick', 'and', 'hack', 'you', 'should', 'try']",0,0,0.0,8,0
24 Crazy Spy Hacks You Want To Try Asap,24 crazy spy hacks you want to try asap,365,867,1782786,4884,2,39,9,0,0,0,2,4.333333333333333,1,1,-0.6,"['24', 'crazy', 'spy', 'hacks', 'you', 'want', 'to', 'try', 'asap']","['24', 'crazy', 'spy', 'hack', 'you', 'want', 'to', 'try', 'asap']",0,0,0.0,8,0
26 Fruit And Veggie Hacks You'll Wish You Knew Sooner,26 fruit and veggie hacks youll wish you knew sooner,365,845,277785,761,0,53,10,1,0,0,3,5.3,1,1,0.0,"['26', 'fruit', 'and', 'veggie', 'hacks', 'youll', 'wish', 'you', 'knew', 'sooner']","['26', 'fruit', 'and', 'veggie', 'hack', 'youll', 'wish', 'you', 'knew', 'sooner']",0,0,0.0,9,0
Top Satisfying DIY Ideas,top satisfying diy ideas,365,1080,552709,1514,1,24,4,0,1,0,0,6.0,0,0,0.5,"['top', 'satisfying', 'diy', 'ideas']","['top', 'satisfying', 'diy', 'idea']",0,0,0.25,6,0
27 Super Cheap Phone Cases You Can Make In 5 Minutes,27 super cheap phone cases you can make in 5 minutes,365,1020,403569,1105,0,52,11,0,0,0,3,4.727272727272728,1,1,0.3666666666666667,"['27', 'super', 'cheap', 'phone', 'cases', 'you', 'can', 'make', 'in', '5', 'minutes']","['27', 'super', 'cheap', 'phone', 'case', 'you', 'can', 'make', 'in', '5', 'minute']",0,0,0.0,9,0
25 Awesome High School Organizing Tricks || School Crafts And Hacks,25 awesome high school organizing tricks school crafts and hacks,365,871,1062554,2911,2,67,11,2,0,0,1,6.090909090909091,1,1,0.58,"['25', 'awesome', 'high', 'school', 'organizing', 'tricks', 'school', 'crafts', 'and', 'hacks']","['25', 'awesome', 'high', 'school', 'organizing', 'trick', 'school', 'craft', 'and', 'hack']",0,0,0.0,9,0
26 Genius Hair Hacks You Must Know,26 genius hair hacks you must know,365,751,1394891,3821,2,34,7,0,0,0,1,4.857142857142857,1,1,0.0,"['26', 'genius', 'hair', 'hacks', 'you', 'must', 'know']","['26', 'genius', 'hair', 'hack', 'you', 'must', 'know']",0,0,0.0,6,0
"29 DIY Jewelry Ideas || Glue Gun, Epoxy Resin, Slime And Clay Crafts",29 diy jewelry ideas glue gun epoxy resin slime and clay crafts,365,835,675789,1851,1,68,13,4,1,0,1,5.230769230769231,1,1,0.0,"['29', 'diy', 'jewelry', 'ideas', 'glue', 'gun', 'epoxy', 'resin', 'slime', 'and', 'clay', 'crafts']","['29', 'diy', 'jewelry', 'idea', 'glue', 'gun', 'epoxy', 'resin', 'slime', 'and', 'clay', 'craft']",0,0,0.07692307692307693,13,0
HOW TO CUSTOMIZE ANYTHING AROUND YOU,how to customize anything around you,365,1200,329123,901,0,36,6,0,6,0,3,6.0,0,0,0.0,"['how', 'to', 'customize', 'anything', 'around', 'you']","['how', 'to', 'customize', 'anything', 'around', 'you']",0,0,1.0,31,0
26 Cool DIY Ideas With Plastic You Need To Try,26 cool diy ideas with plastic you need to try,365,770,1819165,4984,2,46,10,0,1,0,3,4.6,1,1,0.35,"['26', 'cool', 'diy', 'ideas', 'with', 'plastic', 'you', 'need', 'to', 'try']","['26', 'cool', 'diy', 'idea', 'with', 'plastic', 'you', 'need', 'to', 'try']",0,0,0.1,11,0
28 Quick Summer Desserts For A Family Party,28 quick summer desserts for a family party,365,789,244064,668,0,43,8,0,1,0,2,5.375,1,1,0.3333333333333333,"['28', 'quick', 'summer', 'desserts', 'for', 'a', 'family', 'party']","['28', 'quick', 'summer', 'dessert', 'for', 'a', 'family', 'party']",0,0,0.125,7,0
28 Smart Gadgets You Wish You Had Right Now,28 smart gadgets you wish you had right now,365,822,2299891,6301,3,43,9,0,0,0,4,4.777777777777778,1,1,0.25,"['28', 'smart', 'gadgets', 'you', 'wish', 'you', 'had', 'right', 'now']","['28', 'smart', 'gadget', 'you', 'wish', 'you', 'had', 'right', 'now']",0,0,0.0,8,0
"Turning Old Into New || Genius Reuse, Recycle And Repurpose DIY Ideas",turning old into new genius reuse recycle and repurpose diy ideas,365,873,5234532,14341,3,69,12,3,1,0,2,5.75,0,0,0.1181818181818181,"['turning', 'old', 'into', 'new', 'genius', 'reuse', 'recycle', 'and', 'repurpose', 'diy', 'ideas']","['turning', 'old', 'into', 'new', 'genius', 'reuse', 'recycle', 'and', 'repurpose', 'diy', 'idea']",0,0,0.08333333333333333,13,0
31 CRAZY HACKS THAT ACTUALLY WORK,31 crazy hacks that actually work,365,764,236004,646,0,33,6,0,5,0,1,5.5,1,1,-0.3,"['31', 'crazy', 'hacks', 'that', 'actually', 'work']","['31', 'crazy', 'hack', 'that', 'actually', 'work']",0,0,0.8333333333333334,26,0
23 Cool DIY Crafts That Will Amaze You,23 cool diy crafts that will amaze you,365,842,1227703,3363,2,38,8,0,1,0,3,4.75,1,1,0.35,"['23', 'cool', 'diy', 'crafts', 'that', 'will', 'amaze', 'you']","['23', 'cool', 'diy', 'craft', 'that', 'will', 'amaze', 'you']",0,0,0.125,9,0
28 Clever Camping Hacks For Any Life Occasion,28 clever camping hacks for any life occasion,365,900,4638607,12708,3,45,8,0,0,0,2,5.625,1,1,0.1666666666666666,"['28', 'clever', 'camping', 'hacks', 'for', 'any', 'life', 'occasion']","['28', 'clever', 'camping', 'hack', 'for', 'any', 'life', 'occasion']",0,0,0.0,7,0
26 Smart DIY Ideas That Will Save Your Money,26 smart diy ideas that will save your money,365,900,837045,2293,1,44,9,0,1,0,3,4.888888888888889,1,1,0.2142857142857142,"['26', 'smart', 'diy', 'ideas', 'that', 'will', 'save', 'your', 'money']","['26', 'smart', 'diy', 'idea', 'that', 'will', 'save', 'your', 'money']",0,0,0.1111111111111111,10,0
26 BRILLIANT LIFE HACKS FOR ANY SITUATION,26 brilliant life hacks for any situation,365,900,594701,1629,1,41,7,0,6,0,2,5.857142857142857,1,1,0.9,"['26', 'brilliant', 'life', 'hacks', 'for', 'any', 'situation']","['26', 'brilliant', 'life', 'hack', 'for', 'any', 'situation']",0,0,0.8571428571428571,33,0
